Customer [customerId=1, firstName=MARY, lastName=SMITH, phoneNumber=28303384290, active=1, createDate=2006-02-14]
Customer [customerId=142, firstName=APRIL, lastName=BURNS, phoneNumber=581174211853, active=1, createDate=2006-02-14]
Customer [customerId=143, firstName=LESLIE, lastName=GORDON, phoneNumber=923261616249, active=1, createDate=2006-02-14]
Customer [customerId=144, firstName=CLARA, lastName=SHAW, phoneNumber=563660187896, active=1, createDate=2006-02-14]
Customer [customerId=145, firstName=LUCILLE, lastName=HOLMES, phoneNumber=918032330119, active=1, createDate=2006-02-14]
Customer [customerId=146, firstName=JAMIE, lastName=RICE, phoneNumber=206841104594, active=1, createDate=2006-02-14]
Customer [customerId=147, firstName=JOANNE, lastName=ROBERTSON, phoneNumber=597815221267, active=1, createDate=2006-02-14]
Customer [customerId=148, firstName=ELEANOR, lastName=HUNT, phoneNumber=354615066969, active=1, createDate=2006-02-14]
Customer [customerId=149, firstName=VALERIE, lastName=BLACK, phoneNumber=885899703621, active=1, createDate=2006-02-14]
Customer [customerId=150, firstName=DANIELLE, lastName=DANIELS, phoneNumber=632316273199, active=1, createDate=2006-02-14]
Customer [customerId=151, firstName=MEGAN, lastName=PALMER, phoneNumber=189446090264, active=1, createDate=2006-02-14]
Customer [customerId=152, firstName=ALICIA, lastName=MILLS, phoneNumber=761379480249, active=1, createDate=2006-02-14]
Customer [customerId=153, firstName=SUZANNE, lastName=NICHOLS, phoneNumber=719202533520, active=1, createDate=2006-02-14]
Customer [customerId=154, firstName=MICHELE, lastName=GRANT, phoneNumber=499408708580, active=1, createDate=2006-02-14]
Customer [customerId=155, firstName=GAIL, lastName=KNIGHT, phoneNumber=904253967161, active=1, createDate=2006-02-14]
Customer [customerId=156, firstName=BERTHA, lastName=FERGUSON, phoneNumber=889538496300, active=1, createDate=2006-02-14]
Customer [customerId=157, firstName=DARLENE, lastName=ROSE, phoneNumber=368899174225, active=1, createDate=2006-02-14]
Customer [customerId=158, firstName=VERONICA, lastName=STONE, phoneNumber=170117068815, active=1, createDate=2006-02-14]
Customer [customerId=159, firstName=JILL, lastName=HAWKINS, phoneNumber=931059836497, active=1, createDate=2006-02-14]
Customer [customerId=160, firstName=ERIN, lastName=DUNN, phoneNumber=149981248346, active=1, createDate=2006-02-14]
Customer [customerId=161, firstName=GERALDINE, lastName=PERKINS, phoneNumber=177167004331, active=1, createDate=2006-02-14]
Customer [customerId=162, firstName=LAUREN, lastName=HUDSON, phoneNumber=168476538960, active=1, createDate=2006-02-14]
Customer [customerId=163, firstName=CATHY, lastName=SPENCER, phoneNumber=819416131190, active=1, createDate=2006-02-14]
Customer [customerId=164, firstName=JOANN, lastName=GARDNER, phoneNumber=697151428760, active=1, createDate=2006-02-14]
Customer [customerId=165, firstName=LORRAINE, lastName=STEPHENS, phoneNumber=935508855935, active=1, createDate=2006-02-14]
Customer [customerId=166, firstName=LYNN, lastName=PAYNE, phoneNumber=843801144113, active=1, createDate=2006-02-14]
Customer [customerId=167, firstName=SALLY, lastName=PIERCE, phoneNumber=182363341674, active=1, createDate=2006-02-14]
Customer [customerId=168, firstName=REGINA, lastName=BERRY, phoneNumber=201705577290, active=1, createDate=2006-02-14]
Customer [customerId=169, firstName=ERICA, lastName=MATTHEWS, phoneNumber=161801569569, active=0, createDate=2006-02-14]
Customer [customerId=170, firstName=BEATRICE, lastName=ARNOLD, phoneNumber=264541743403, active=1, createDate=2006-02-14]
Customer [customerId=171, firstName=DOLORES, lastName=WAGNER, phoneNumber=275788967899, active=1, createDate=2006-02-14]
Customer [customerId=172, firstName=BERNICE, lastName=WILLIS, phoneNumber=734780743462, active=1, createDate=2006-02-14]
Customer [customerId=173, firstName=AUDREY, lastName=RAY, phoneNumber=493008546874, active=1, createDate=2006-02-14]
Customer [customerId=174, firstName=YVONNE, lastName=WATKINS, phoneNumber=48265851133, active=1, createDate=2006-02-14]
Customer [customerId=175, firstName=ANNETTE, lastName=OLSON, phoneNumber=230250973122, active=1, createDate=2006-02-14]
Customer [customerId=176, firstName=JUNE, lastName=CARROLL, phoneNumber=506134035434, active=1, createDate=2006-02-14]
Customer [customerId=177, firstName=SAMANTHA, lastName=DUNCAN, phoneNumber=953689007081, active=1, createDate=2006-02-14]
Customer [customerId=178, firstName=MARION, lastName=SNYDER, phoneNumber=391065549876, active=1, createDate=2006-02-14]
Customer [customerId=179, firstName=DANA, lastName=HART, phoneNumber=866092335135, active=1, createDate=2006-02-14]
Customer [customerId=180, firstName=STACY, lastName=CUNNINGHAM, phoneNumber=104150372603, active=1, createDate=2006-02-14]
Customer [customerId=181, firstName=ANA, lastName=BRADLEY, phoneNumber=72136330362, active=1, createDate=2006-02-14]
Customer [customerId=182, firstName=RENEE, lastName=LANE, phoneNumber=662227486184, active=1, createDate=2006-02-14]
Customer [customerId=183, firstName=IDA, lastName=ANDREWS, phoneNumber=947468818183, active=1, createDate=2006-02-14]
Customer [customerId=184, firstName=VIVIAN, lastName=RUIZ, phoneNumber=302590383819, active=1, createDate=2006-02-14]
Customer [customerId=185, firstName=ROBERTA, lastName=HARPER, phoneNumber=951486492670, active=1, createDate=2006-02-14]
Customer [customerId=186, firstName=HOLLY, lastName=FOX, phoneNumber=760171523969, active=1, createDate=2006-02-14]
Customer [customerId=187, firstName=BRITTANY, lastName=RILEY, phoneNumber=855863906434, active=1, createDate=2006-02-14]
Customer [customerId=188, firstName=MELANIE, lastName=ARMSTRONG, phoneNumber=650752094490, active=1, createDate=2006-02-14]
Customer [customerId=189, firstName=LORETTA, lastName=CARPENTER, phoneNumber=247646995453, active=1, createDate=2006-02-14]
Customer [customerId=190, firstName=YOLANDA, lastName=WEAVER, phoneNumber=352469351088, active=1, createDate=2006-02-14]
Customer [customerId=191, firstName=JEANETTE, lastName=GREENE, phoneNumber=812824036424, active=1, createDate=2006-02-14]
Customer [customerId=192, firstName=LAURIE, lastName=LAWRENCE, phoneNumber=956188728558, active=1, createDate=2006-02-14]
Customer [customerId=193, firstName=KATIE, lastName=ELLIOTT, phoneNumber=940830176580, active=1, createDate=2006-02-14]
Customer [customerId=194, firstName=KRISTEN, lastName=CHAVEZ, phoneNumber=104491201771, active=1, createDate=2006-02-14]
Customer [customerId=195, firstName=VANESSA, lastName=SIMS, phoneNumber=419419591240, active=1, createDate=2006-02-14]
Customer [customerId=196, firstName=ALMA, lastName=AUSTIN, phoneNumber=331132568928, active=1, createDate=2006-02-14]
Customer [customerId=197, firstName=SUE, lastName=PETERS, phoneNumber=264286442804, active=1, createDate=2006-02-14]
Customer [customerId=198, firstName=ELSIE, lastName=KELLEY, phoneNumber=768481779568, active=1, createDate=2006-02-14]
Customer [customerId=199, firstName=BETH, lastName=FRANKLIN, phoneNumber=470884141195, active=1, createDate=2006-02-14]
Customer [customerId=200, firstName=JEANNE, lastName=LAWSON, phoneNumber=764477681869, active=1, createDate=2006-02-14]
Customer [customerId=201, firstName=VICKI, lastName=FIELDS, phoneNumber=146640639760, active=1, createDate=2006-02-14]
Customer [customerId=202, firstName=CARLA, lastName=GUTIERREZ, phoneNumber=369050085652, active=1, createDate=2006-02-14]
Customer [customerId=203, firstName=TARA, lastName=RYAN, phoneNumber=652218196731, active=1, createDate=2006-02-14]
Customer [customerId=204, firstName=ROSEMARY, lastName=SCHMIDT, phoneNumber=646237101779, active=1, createDate=2006-02-14]
Customer [customerId=205, firstName=EILEEN, lastName=CARR, phoneNumber=905903574913, active=1, createDate=2006-02-14]
Customer [customerId=206, firstName=TERRI, lastName=VASQUEZ, phoneNumber=90336226227, active=1, createDate=2006-02-14]
Customer [customerId=207, firstName=GERTRUDE, lastName=CASTILLO, phoneNumber=403404780639, active=1, createDate=2006-02-14]
Customer [customerId=208, firstName=LUCY, lastName=WHEELER, phoneNumber=49677664184, active=1, createDate=2006-02-14]
Customer [customerId=209, firstName=TONYA, lastName=CHAPMAN, phoneNumber=95666951770, active=1, createDate=2006-02-14]
Customer [customerId=210, firstName=ELLA, lastName=OLIVER, phoneNumber=756460337785, active=1, createDate=2006-02-14]
Customer [customerId=211, firstName=STACEY, lastName=MONTGOMERY, phoneNumber=408304391718, active=1, createDate=2006-02-14]
Customer [customerId=212, firstName=WILMA, lastName=RICHARDS, phoneNumber=168758068397, active=1, createDate=2006-02-14]
Customer [customerId=213, firstName=GINA, lastName=WILLIAMSON, phoneNumber=584316724815, active=1, createDate=2006-02-14]
Customer [customerId=214, firstName=KRISTIN, lastName=JOHNSTON, phoneNumber=785881412500, active=1, createDate=2006-02-14]
Customer [customerId=215, firstName=JESSIE, lastName=BANKS, phoneNumber=352679173732, active=1, createDate=2006-02-14]
Customer [customerId=216, firstName=NATALIE, lastName=MEYER, phoneNumber=873492228462, active=1, createDate=2006-02-14]
Customer [customerId=217, firstName=AGNES, lastName=BISHOP, phoneNumber=778502731092, active=1, createDate=2006-02-14]
Customer [customerId=218, firstName=VERA, lastName=MCCOY, phoneNumber=886649065861, active=1, createDate=2006-02-14]
Customer [customerId=219, firstName=WILLIE, lastName=HOWELL, phoneNumber=991802825778, active=1, createDate=2006-02-14]
Customer [customerId=220, firstName=CHARLENE, lastName=ALVAREZ, phoneNumber=706878974831, active=1, createDate=2006-02-14]
Customer [customerId=221, firstName=BESSIE, lastName=MORRISON, phoneNumber=469738825391, active=1, createDate=2006-02-14]
Customer [customerId=222, firstName=DELORES, lastName=HANSEN, phoneNumber=516331171356, active=1, createDate=2006-02-14]
Customer [customerId=223, firstName=MELINDA, lastName=FERNANDEZ, phoneNumber=99760893676, active=1, createDate=2006-02-14]
Customer [customerId=224, firstName=PEARL, lastName=GARZA, phoneNumber=963063788669, active=1, createDate=2006-02-14]
Customer [customerId=225, firstName=ARLENE, lastName=HARVEY, phoneNumber=460795526514, active=1, createDate=2006-02-14]
Customer [customerId=226, firstName=MAUREEN, lastName=LITTLE, phoneNumber=684192903087, active=1, createDate=2006-02-14]
Customer [customerId=227, firstName=COLLEEN, lastName=BURTON, phoneNumber=669828224459, active=1, createDate=2006-02-14]
Customer [customerId=228, firstName=ALLISON, lastName=STANLEY, phoneNumber=594319417514, active=1, createDate=2006-02-14]
Customer [customerId=229, firstName=TAMARA, lastName=NGUYEN, phoneNumber=22326410776, active=1, createDate=2006-02-14]
Customer [customerId=230, firstName=JOY, lastName=GEORGE, phoneNumber=479007229460, active=1, createDate=2006-02-14]
Customer [customerId=231, firstName=GEORGIA, lastName=JACOBS, phoneNumber=541327526474, active=1, createDate=2006-02-14]
Customer [customerId=232, firstName=CONSTANCE, lastName=REID, phoneNumber=588964509072, active=1, createDate=2006-02-14]
Customer [customerId=233, firstName=LILLIE, lastName=KIM, phoneNumber=431770603551, active=1, createDate=2006-02-14]
Customer [customerId=234, firstName=CLAUDIA, lastName=FULLER, phoneNumber=630424482919, active=1, createDate=2006-02-14]
Customer [customerId=235, firstName=JACKIE, lastName=LYNCH, phoneNumber=610173756082, active=1, createDate=2006-02-14]
Customer [customerId=236, firstName=MARCIA, lastName=DEAN, phoneNumber=727785483194, active=1, createDate=2006-02-14]
Customer [customerId=237, firstName=TANYA, lastName=GILBERT, phoneNumber=792557457753, active=1, createDate=2006-02-14]
Customer [customerId=238, firstName=NELLIE, lastName=GARRETT, phoneNumber=918119601885, active=1, createDate=2006-02-14]
Customer [customerId=239, firstName=MINNIE, lastName=ROMERO, phoneNumber=63937119031, active=1, createDate=2006-02-14]
Customer [customerId=240, firstName=MARLENE, lastName=WELCH, phoneNumber=137773001988, active=1, createDate=2006-02-14]
Customer [customerId=241, firstName=HEIDI, lastName=LARSON, phoneNumber=279979529227, active=0, createDate=2006-02-14]
